Title,Year,Duration,Certificate,Rating,Image URL
The General,1926,1h 18m,Passed,8.1,"https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Logan,2017,2h 17m,R,8.1,"https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Rocky,1976,2h,PG,8.1,"https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
A Silent Voice: The Movie,2016,2h 10m,Not Rated,8.2,"https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,2h 23m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Mr. Smith Goes to Washington,1939,2h 9m,Approved,8.1,"https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Tokyo Story,1953,2h 17m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg"
La haine,1995,1h 38m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Spotlight,2015,2h 9m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_QL75_UY133_CR0,0,90,133_.jpg"
On the Waterfront,1954,1h 48m,Approved,8.1,"https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Sound of Music,1965,2h 54m,G,8.1,"https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Wild Strawberries,1957,1h 32m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
Jai Bhim,2021,2h 44m,Approved,8.6,"https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg"
The Terminator,1984,1h 47m,R,8.1,"https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
Maharaja,2024,2h 21m,N/A,8.3,"https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg"
The Best Years of Our Lives,1946,2h 50m,Approved,8.1,"https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Third Man,1949,1h 44m,Approved,8.1,"https://m.media-amazon.com/images/M/MV5BNGVjMTMxZTQtMmVlNy00YmI0LWJjMDUtYTgyZWU1Njg5ZGRiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Big Lebowski,1998,1h 57m,R,8.1,"https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Before Sunset,2004,1h 20m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_QL75_UY133_CR0,0,90,133_.jpg"
The Incredibles,2004,1h 55m,PG,8.0,"https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Room,2015,1h 58m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Hachi: A Dog's Tale,2009,1h 33m,G,8.1,"https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
The Seventh Seal,1957,1h 36m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg"
Hotel Rwanda,2004,2h 1m,PG-13,8.1,"https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg"
Platoon,1986,2h,R,8.1,"https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg"
The Exorcist,1973,2h 2m,R,8.1,"https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
The Iron Giant,1999,1h 26m,PG,8.1,"https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Rush,2013,2h 3m,R,8.1,"https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg"
Stand by Me,1986,1h 29m,R,8.1,"https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg"
The Wizard of Oz,1939,1h 42m,G,8.1,"https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
The Battle of Algiers,1966,2h 1m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg"
My Father and My Son,2005,1h 52m,Not Rated,8.2,"https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
The Passion of Joan of Arc,1928,1h 54m,Passed,8.1,"https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg"
The Handmaiden,2016,2h 25m,Not Rated,8.1,"https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg"
Drishyam,2013,2h 40m,Not Rated,8.4,"https://m.media-amazon.com/images/M/MV5BM2MwMjNlNjctYjA2ZS00ZDA4LWJmNTYtODg5NDY1YzQzZDg2XkEyXkFqcGc@._V1_QL75_UY133_CR6,0,90,133_.jpg"
Gangs of Wasseypur,2012,5h 21m,Not Rated,8.2,"https://m.media-amazon.com/images/M/MV5BNWQyMmJkYTItNDUyYS00MjgwLWFmYjUtOWQ1NmRjOGZlOTZhXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg"
Sita Ramam,2022,2h 43m,N/A,8.5,"https://m.media-amazon.com/images/M/MV5BYWE0NDNiNzEtNThmMi00NjZlLTk3NDAtYzIzOWNmNWQyYTI3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg"
